Specimen ID,Specimen,Plate ID,Well ID,Sample,Run Time,All Abs. Count
1,Specimen1,1,D2,pH6_D,2/16/2023 6:13:32 PM,18375
1,Specimen1,1,D3,pH7_D,2/16/2023 6:15:01 PM,19005
1,Specimen1,1,D4,15C_D,2/16/2023 6:16:15 PM,18827
1,Specimen1,1,D5,30C_D,2/16/2023 6:17:29 PM,18903
1,Specimen1,1,D6,High iron_D,2/16/2023 6:18:43 PM,19070
1,Specimen1,1,D7,Stagnant_D,2/16/2023 6:20:00 PM,19061
1,Specimen1,1,D8,No Vit.Min_D,2/16/2023 6:21:14 PM,18270
2,Specimen2,2,A1,control_A,2/18/2023 5:14:50 PM,19029
2,Specimen2,2,A2,pH6_A,2/18/2023 5:16:05 PM,21971
2,Specimen2,2,A3,pH7_A,2/18/2023 5:17:32 PM,19211
2,Specimen2,2,A4,15C_A,2/18/2023 5:18:46 PM,21783
2,Specimen2,2,A5,30C_A,2/18/2023 5:20:00 PM,19438
2,Specimen2,2,A6,High iron_A,2/18/2023 5:21:14 PM,17497
2,Specimen2,2,A7,Stagnant_A,2/18/2023 5:22:43 PM,19433
2,Specimen2,2,A8,No Vit.Min_A,2/18/2023 5:23:58 PM,18811
2,Specimen2,2,B1,Control_B,2/18/2023 5:25:27 PM,0
2,Specimen2,2,B2,pH6_B,2/18/2023 6:55:58 PM,17618
2,Specimen2,2,B3,pH7_B,2/18/2023 6:57:14 PM,16649
2,Specimen2,2,B4,15C_B,2/18/2023 6:58:40 PM,16242
2,Specimen2,2,B5,30C_B,2/18/2023 6:59:57 PM,15598
2,Specimen2,2,B6,High iron_B,2/18/2023 7:01:29 PM,16923
2,Specimen2,2,B7,Stagnant_B,2/18/2023 7:02:46 PM,17570
2,Specimen2,2,B8,No Vit.Min_B,2/18/2023 7:04:15 PM,18173
2,Specimen2,2,C1,Control_C,2/18/2023 7:05:30 PM,0
2,Specimen2,2,C2,pH6_C,2/18/2023 7:28:53 PM,16408
2,Specimen2,2,C3,pH7_C,2/18/2023 7:30:09 PM,15876
2,Specimen2,2,C4,15C_C,2/18/2023 7:31:28 PM,17442
2,Specimen2,2,C5,30C_C,2/18/2023 7:32:44 PM,16073
2,Specimen2,2,C6,High iron_C,2/18/2023 7:34:11 PM,15905
2,Specimen2,2,C7,Stagnant_C,2/18/2023 7:35:28 PM,19222
2,Specimen2,2,C8,No Vit.Min_C,2/18/2023 7:36:50 PM,17096
2,Specimen2,2,D1,Control_D,2/18/2023 7:38:06 PM,0
2,Specimen2,2,D2,pH6_D,2/18/2023 7:42:10 PM,0
2,Specimen2,2,D3,pH7_D,2/18/2023 7:46:00 PM,15951
2,Specimen2,2,D4,15C_D,2/18/2023 7:47:17 PM,16135
2,Specimen2,2,D5,30C_D,2/18/2023 7:48:35 PM,15291
2,Specimen2,2,D6,High iron_D,2/18/2023 7:49:53 PM,15661
2,Specimen2,2,D7,Stagnant_D,2/18/2023 7:51:20 PM,15041
2,Specimen2,2,D8,No Vit.Min_D,2/18/2023 7:52:38 PM,36915
3,Specimen3,3,A1,control_A,2/18/2023 7:56:00 PM,19709
3,Specimen3,3,A2,pH6_A,2/18/2023 7:57:14 PM,18071
3,Specimen3,3,A3,pH7_A,2/18/2023 7:58:31 PM,18286
3,Specimen3,3,A4,15C_A,2/18/2023 7:59:46 PM,18673
3,Specimen3,3,A5,30C_A,2/18/2023 8:01:14 PM,20432
3,Specimen3,3,A6,High iron_A,2/18/2023 8:02:27 PM,18243
3,Specimen3,3,A7,Stagnant_A,2/18/2023 8:03:43 PM,19058
3,Specimen3,3,A8,No Vit.Min_A,2/18/2023 8:04:57 PM,19256
3,Specimen3,3,B1,Control_B,2/18/2023 8:06:19 PM,19389
3,Specimen3,3,B2,pH6_B,2/18/2023 8:07:33 PM,18196
3,Specimen3,3,B3,pH7_B,2/18/2023 8:09:02 PM,18367
3,Specimen3,3,B4,15C_B,2/18/2023 8:10:16 PM,18729
3,Specimen3,3,B5,30C_B,2/18/2023 8:11:41 PM,20119
3,Specimen3,3,B6,High iron_B,2/18/2023 8:12:54 PM,18016
3,Specimen3,3,B7,Stagnant_B,2/18/2023 8:14:17 PM,18550
3,Specimen3,3,B8,No Vit.Min_B,2/18/2023 8:15:32 PM,19091
3,Specimen3,3,C1,Control_C,2/18/2023 8:16:55 PM,19269
3,Specimen3,3,C2,pH6_C,2/18/2023 8:18:08 PM,18065
3,Specimen3,3,C3,pH7_C,2/18/2023 8:19:23 PM,18470
3,Specimen3,3,C4,15C_C,2/18/2023 8:20:38 PM,18960
3,Specimen3,3,C5,30C_C,2/18/2023 8:21:52 PM,20216
3,Specimen3,3,C6,High iron_C,2/18/2023 8:23:05 PM,18034
3,Specimen3,3,C7,Stagnant_C,2/18/2023 8:24:20 PM,18516
3,Specimen3,3,C8,No Vit.Min_C,2/18/2023 8:25:34 PM,19683
3,Specimen3,3,D1,Control_D,2/18/2023 8:27:02 PM,18755
3,Specimen3,3,D2,pH6_D,2/18/2023 8:28:16 PM,18420
3,Specimen3,3,D3,pH7_D,2/18/2023 8:29:32 PM,19603
3,Specimen3,3,D4,15C_D,2/18/2023 8:30:46 PM,18741
3,Specimen3,3,D5,30C_D,2/18/2023 8:32:01 PM,18968
3,Specimen3,3,D6,High iron_D,2/18/2023 8:33:15 PM,18016
3,Specimen3,3,D7,Stagnant_D,2/18/2023 8:34:40 PM,18634
3,Specimen3,3,D8,No Vit.Min_D,2/18/2023 8:35:54 PM,19080
4,Specimen4,4,A1,control_A,2/19/2023 2:10:18 PM,24293
4,Specimen4,4,A2,pH6_A,2/19/2023 2:11:30 PM,20497
4,Specimen4,4,A3,pH7_A,2/19/2023 2:12:57 PM,19481
4,Specimen4,4,A4,15C_A,2/19/2023 2:14:11 PM,19273
4,Specimen4,4,A5,30C_A,2/19/2023 2:15:39 PM,21055
4,Specimen4,4,A6,High iron_A,2/19/2023 2:16:51 PM,18699
4,Specimen4,4,A7,Stagnant_A,2/19/2023 2:18:06 PM,19744
4,Specimen4,4,A8,No Vit.Min_A,2/19/2023 2:19:19 PM,20970
4,Specimen4,4,B1,Control_B,2/19/2023 2:20:41 PM,20878
4,Specimen4,4,B2,pH6_B,2/19/2023 2:21:54 PM,19269
4,Specimen4,4,B3,pH7_B,2/19/2023 2:23:09 PM,18995
4,Specimen4,4,B4,15C_B,2/19/2023 2:24:22 PM,19472
4,Specimen4,4,B5,30C_B,2/19/2023 2:25:38 PM,20219
4,Specimen4,4,B6,High iron_B,2/19/2023 2:26:51 PM,19139
4,Specimen4,4,B7,Stagnant_B,2/19/2023 2:28:19 PM,19548
4,Specimen4,4,B8,No Vit.Min_B,2/19/2023 2:29:33 PM,20927
4,Specimen4,4,C1,Control_C,2/19/2023 2:30:56 PM,20514
4,Specimen4,4,C2,pH6_C,2/19/2023 2:32:10 PM,18702
4,Specimen4,4,C3,pH7_C,2/19/2023 2:33:38 PM,18397
4,Specimen4,4,C4,15C_C,2/19/2023 2:34:53 PM,18895
4,Specimen4,4,C5,30C_C,2/19/2023 2:36:16 PM,19224
4,Specimen4,4,C6,High iron_C,2/19/2023 2:37:30 PM,18109
4,Specimen4,4,C7,Stagnant_C,2/19/2023 2:38:44 PM,19452
4,Specimen4,4,C8,No Vit.Min_C,2/19/2023 2:39:58 PM,20970
4,Specimen4,4,D1,Control_D,2/19/2023 2:41:11 PM,19156
4,Specimen4,4,D2,pH6_D,2/19/2023 2:42:25 PM,19023
4,Specimen4,4,D3,pH7_D,2/19/2023 2:43:39 PM,19276
4,Specimen4,4,D4,15C_D,2/19/2023 2:44:53 PM,19343
4,Specimen4,4,D5,30C_D,2/19/2023 2:46:10 PM,20230
4,Specimen4,4,D6,High iron_D,2/19/2023 2:47:24 PM,18100
4,Specimen4,4,D7,Stagnant_D,2/19/2023 2:48:52 PM,18586
4,Specimen4,4,D8,No Vit.Min_D,2/19/2023 2:50:07 PM,18904
5,Specimen5,5,A1,control_A,2/20/2023 1:25:18 PM,25876
5,Specimen5,5,A2,pH6_A,2/20/2023 1:26:29 PM,21587
5,Specimen5,5,A3,pH7_A,2/20/2023 1:27:55 PM,21255
5,Specimen5,5,A4,15C_A,2/20/2023 1:29:08 PM,21224
5,Specimen5,5,A5,30C_A,2/20/2023 1:30:21 PM,21705
5,Specimen5,5,A6,High iron_A,2/20/2023 1:31:33 PM,21350
5,Specimen5,5,A7,Stagnant_A,2/20/2023 1:32:47 PM,20719
5,Specimen5,5,A8,No Vit.Min_A,2/20/2023 1:34:00 PM,23928
5,Specimen5,5,B1,Control_B,2/20/2023 1:35:25 PM,24139
5,Specimen5,5,B2,pH6_B,2/20/2023 1:36:37 PM,22055
5,Specimen5,5,B3,pH7_B,2/20/2023 1:37:51 PM,20864
5,Specimen5,5,B4,15C_B,2/20/2023 1:39:05 PM,21899
5,Specimen5,5,B5,30C_B,2/20/2023 1:40:28 PM,21298
5,Specimen5,5,B6,High iron_B,2/20/2023 1:41:41 PM,21074
5,Specimen5,5,B7,Stagnant_B,2/20/2023 1:43:09 PM,22698
5,Specimen5,5,B8,No Vit.Min_B,2/20/2023 1:44:21 PM,24631
5,Specimen5,5,C1,Control_C,2/20/2023 1:45:47 PM,24201
5,Specimen5,5,C2,pH6_C,2/20/2023 1:46:58 PM,22302
5,Specimen5,5,C3,pH7_C,2/20/2023 1:48:24 PM,21360
5,Specimen5,5,C4,15C_C,2/20/2023 1:49:37 PM,21001
5,Specimen5,5,C5,30C_C,2/20/2023 1:50:50 PM,20707
5,Specimen5,5,C6,High iron_C,2/20/2023 1:52:04 PM,20990
5,Specimen5,5,C7,Stagnant_C,2/20/2023 1:53:31 PM,19868
5,Specimen5,5,C8,No Vit.Min_C,2/20/2023 1:54:45 PM,23453
5,Specimen5,5,D1,Control_D,2/20/2023 1:55:58 PM,20212
5,Specimen5,5,D2,pH6_D,2/20/2023 1:57:12 PM,20438
5,Specimen5,5,D3,pH7_D,2/20/2023 1:58:27 PM,21729
5,Specimen5,5,D4,15C_D,2/20/2023 1:59:40 PM,20256
5,Specimen5,5,D5,30C_D,2/20/2023 2:01:08 PM,21271
5,Specimen5,5,D6,High iron_D,2/20/2023 2:02:21 PM,19643
5,Specimen5,5,D7,Stagnant_D,2/20/2023 2:03:38 PM,20436
5,Specimen5,5,D8,No Vit.Min_D,2/20/2023 2:04:52 PM,20330
6,Specimen6,6,A1,control_A,2/21/2023 5:07:33 PM,23814
6,Specimen6,6,A2,pH6_A,2/21/2023 5:10:31 PM,20256
6,Specimen6,6,A3,pH7_A,2/21/2023 5:13:44 PM,19534
6,Specimen6,6,A4,15C_A,2/21/2023 5:16:42 PM,19866
6,Specimen6,6,A5,30C_A,2/21/2023 5:19:40 PM,19314
6,Specimen6,6,A6,High iron_A,2/21/2023 5:22:38 PM,19067
6,Specimen6,6,A7,Stagnant_A,2/21/2023 5:25:50 PM,19901
6,Specimen6,6,A8,No Vit.Min_A,2/21/2023 5:28:47 PM,22226
6,Specimen6,6,B1,Control_B,2/21/2023 5:32:05 PM,23073
6,Specimen6,6,B2,pH6_B,2/21/2023 5:35:03 PM,20579
6,Specimen6,6,B3,pH7_B,2/21/2023 5:38:20 PM,18208
6,Specimen6,6,B4,15C_B,2/21/2023 5:41:18 PM,18773
6,Specimen6,6,B5,30C_B,2/21/2023 5:44:23 PM,18334
6,Specimen6,6,B6,High iron_B,2/21/2023 5:47:21 PM,18311
6,Specimen6,6,B7,Stagnant_B,2/21/2023 5:50:27 PM,19463
6,Specimen6,6,B8,No Vit.Min_B,2/21/2023 5:53:25 PM,22646
6,Specimen6,6,C1,Control_C,2/21/2023 5:56:42 PM,22558
6,Specimen6,6,C2,pH6_C,2/21/2023 5:59:40 PM,20514
6,Specimen6,6,C3,pH7_C,2/21/2023 6:02:57 PM,19024
6,Specimen6,6,C4,15C_C,2/21/2023 6:05:55 PM,19699
6,Specimen6,6,C5,30C_C,2/21/2023 6:09:06 PM,18682
6,Specimen6,6,C6,High iron_C,2/21/2023 6:12:04 PM,19345
6,Specimen6,6,C7,Stagnant_C,2/21/2023 6:15:11 PM,20595
6,Specimen6,6,C8,No Vit.Min_C,2/21/2023 6:18:09 PM,22820
6,Specimen6,6,D1,Control_D,2/21/2023 6:21:14 PM,19640
6,Specimen6,6,D2,pH6_D,2/21/2023 6:24:12 PM,19143
6,Specimen6,6,D3,pH7_D,2/21/2023 6:27:16 PM,19549
6,Specimen6,6,D4,15C_D,2/21/2023 6:30:14 PM,19288
6,Specimen6,6,D5,30C_D,2/21/2023 6:33:20 PM,19698
6,Specimen6,6,D6,High iron_D,2/21/2023 6:36:18 PM,18892
6,Specimen6,6,D7,Stagnant_D,2/21/2023 6:39:30 PM,19084
6,Specimen6,6,D8,No Vit.Min_D,2/21/2023 6:42:28 PM,19386
7,Specimen7,7,A1,control_A,2/22/2023 4:22:11 PM,27141
7,Specimen7,7,A2,pH6_A,2/22/2023 4:25:09 PM,22284
7,Specimen7,7,A3,pH7_A,2/22/2023 4:28:07 PM,19470
7,Specimen7,7,A4,15C_A,2/22/2023 4:31:05 PM,19801
7,Specimen7,7,A5,30C_A,2/22/2023 4:35:41 PM,20076
7,Specimen7,7,A6,High iron_A,2/22/2023 4:38:39 PM,18867
7,Specimen7,7,A7,Stagnant_A,2/22/2023 4:41:56 PM,18906
7,Specimen7,7,A8,No Vit.Min_A,2/22/2023 4:44:54 PM,20578
7,Specimen7,7,B1,Control_B,2/22/2023 4:48:11 PM,22224
7,Specimen7,7,B2,pH6_B,2/22/2023 4:51:10 PM,22266
7,Specimen7,7,B3,pH7_B,2/22/2023 4:54:22 PM,18232
7,Specimen7,7,B4,15C_B,2/22/2023 4:57:20 PM,19631
7,Specimen7,7,B5,30C_B,2/22/2023 5:00:26 PM,18472
7,Specimen7,7,B6,High iron_B,2/22/2023 5:03:24 PM,17748
7,Specimen7,7,B7,Stagnant_B,2/22/2023 5:06:36 PM,18901
7,Specimen7,7,B8,No Vit.Min_B,2/22/2023 5:09:34 PM,20732
7,Specimen7,7,C1,Control_C,2/22/2023 5:12:33 PM,25249
7,Specimen7,7,C2,pH6_C,2/22/2023 5:15:31 PM,20980
7,Specimen7,7,C3,pH7_C,2/22/2023 5:18:29 PM,18218
7,Specimen7,7,C4,15C_C,2/22/2023 5:21:27 PM,19004
7,Specimen7,7,C5,30C_C,2/22/2023 5:24:26 PM,17609
7,Specimen7,7,C6,High iron_C,2/22/2023 5:27:24 PM,19303
7,Specimen7,7,C7,Stagnant_C,2/22/2023 5:30:29 PM,20512
7,Specimen7,7,C8,No Vit.Min_C,2/22/2023 5:33:27 PM,20930
7,Specimen7,7,D1,Control_D,2/22/2023 5:36:44 PM,17472
7,Specimen7,7,D2,pH6_D,2/22/2023 5:39:42 PM,17148
7,Specimen7,7,D3,pH7_D,2/22/2023 5:43:00 PM,19288
7,Specimen7,7,D4,15C_D,2/22/2023 5:45:58 PM,17460
7,Specimen7,7,D5,30C_D,2/22/2023 5:48:56 PM,17609
7,Specimen7,7,D6,High iron_D,2/22/2023 5:51:54 PM,17081
7,Specimen7,7,D7,Stagnant_D,2/22/2023 5:55:10 PM,16291
7,Specimen7,7,D8,No Vit.Min_D,2/22/2023 5:58:09 PM,16024
8,Specimen8,8,A1,control_A,2/23/2023 3:53:29 PM,26209
8,Specimen8,8,A2,pH6_A,2/23/2023 3:56:27 PM,24242
8,Specimen8,8,A3,pH7_A,2/23/2023 3:59:26 PM,20459
8,Specimen8,8,A4,15C_A,2/23/2023 4:02:24 PM,22679
8,Specimen8,8,A5,30C_A,2/23/2023 4:05:28 PM,20601
8,Specimen8,8,A6,High iron_A,2/23/2023 4:08:27 PM,20337
8,Specimen8,8,A7,Stagnant_A,2/23/2023 4:11:39 PM,22880
8,Specimen8,8,A8,No Vit.Min_A,2/23/2023 4:14:37 PM,27566
8,Specimen8,8,B1,Control_B,2/23/2023 4:17:36 PM,28467
8,Specimen8,8,B2,pH6_B,2/23/2023 4:20:34 PM,26513
8,Specimen8,8,B3,pH7_B,2/23/2023 4:23:51 PM,21708
8,Specimen8,8,B4,15C_B,2/23/2023 4:26:49 PM,22063
8,Specimen8,8,B5,30C_B,2/23/2023 4:30:06 PM,20336
8,Specimen8,8,B6,High iron_B,2/23/2023 4:33:04 PM,20301
8,Specimen8,8,B7,Stagnant_B,2/23/2023 4:36:22 PM,22188
8,Specimen8,8,B8,No Vit.Min_B,2/23/2023 4:39:20 PM,31836
8,Specimen8,8,C1,Control_C,2/23/2023 4:42:27 PM,29868
8,Specimen8,8,C2,pH6_C,2/23/2023 4:45:25 PM,25908
8,Specimen8,8,C3,pH7_C,2/23/2023 4:48:29 PM,21571
8,Specimen8,8,C4,15C_C,2/23/2023 4:51:27 PM,21410
8,Specimen8,8,C5,30C_C,2/23/2023 4:54:44 PM,20374
8,Specimen8,8,C6,High iron_C,2/23/2023 4:57:43 PM,21774
8,Specimen8,8,C7,Stagnant_C,2/23/2023 5:01:00 PM,22849
8,Specimen8,8,C8,No Vit.Min_C,2/23/2023 5:03:58 PM,28514
8,Specimen8,8,D1,Control_D,2/23/2023 5:07:11 PM,19422
8,Specimen8,8,D2,pH6_D,2/23/2023 5:10:09 PM,19533
8,Specimen8,8,D3,pH7_D,2/23/2023 5:13:26 PM,20187
8,Specimen8,8,D4,15C_D,2/23/2023 5:16:25 PM,18685
8,Specimen8,8,D5,30C_D,2/23/2023 5:19:42 PM,19081
8,Specimen8,8,D6,High iron_D,2/23/2023 5:22:40 PM,18792
8,Specimen8,8,D7,Stagnant_D,2/23/2023 5:25:57 PM,19438
8,Specimen8,8,D8,No Vit.Min_D,2/23/2023 5:28:55 PM,19376
