Specimen ID,Specimen,Plate ID,Well ID,Sample,Run Time,All Abs. Count,skip
4,Specimen4,4,C7,Stagnant_C,7/14/23 17:31,328,
4,Specimen4,4,C8,No Vit.Min._C,7/14/23 17:34,963,
4,Specimen4,4,D1,Control_D,7/14/23 17:36,177,
4,Specimen4,4,D2,pH 6_D,7/14/23 17:39,182,
4,Specimen4,4,D3,pH 7.4_D,7/14/23 17:41,149,
4,Specimen4,4,D4,15C_D,7/14/23 17:43,138,
4,Specimen4,4,D5,30C_D,7/14/23 17:46,163,
4,Specimen4,4,D6,High Iron_D,7/14/23 17:48,144,
4,Specimen4,4,D7,Stagnant_D,7/14/23 17:51,130,
4,Specimen4,4,D8,No Vit.Min._D,7/14/23 17:53,127,
5,Specimen5,5,A1,Control_A,7/15/23 21:02,964,
5,Specimen5,5,A2,pH 6_A,7/15/23 21:04,1029,
5,Specimen5,5,A3,pH 7.4_A,7/15/23 21:06,874,
5,Specimen5,5,A4,15C_A,7/15/23 21:09,2204,
5,Specimen5,5,A5,30C_A,7/15/23 21:11,1597,
5,Specimen5,5,A6,High Iron_A,7/15/23 21:14,1097,
5,Specimen5,5,A7,Stagnant_A,7/15/23 21:16,581,
5,Specimen5,5,A8,No Vit.Min._A,7/15/23 21:18,1095,
5,Specimen5,5,B1,Control_B,7/15/23 21:21,1184,
5,Specimen5,5,B2,pH 6_B,7/15/23 21:23,1058,
5,Specimen5,5,B3,pH 7.4_B,7/15/23 21:26,1037,
5,Specimen5,5,B4,15C_B,7/15/23 21:28,1472,
5,Specimen5,5,B5,30C_B,7/15/23 21:30,1666,
5,Specimen5,5,B6,High Iron_B,7/15/23 21:33,1243,
5,Specimen5,5,B7,Stagnant_B,7/15/23 21:35,663,
5,Specimen5,5,B8,No Vit.Min._B,7/15/23 21:38,1252,
5,Specimen5,5,C1,Control_C,7/15/23 21:40,1027,
5,Specimen5,5,C2,pH 6_C,7/15/23 21:42,996,
5,Specimen5,5,C3,pH 7.4_C,7/15/23 21:45,964,
5,Specimen5,5,C4,15C_C,7/15/23 21:47,1070,
5,Specimen5,5,C5,30C_C,7/15/23 21:50,1669,
5,Specimen5,5,C6,High Iron_C,7/15/23 21:52,1329,
5,Specimen5,5,C7,Stagnant_C,7/15/23 21:54,559,
5,Specimen5,5,C8,No Vit.Min._C,7/15/23 21:56,1131,
5,Specimen5,5,D1,Control_D,7/15/23 21:59,252,
5,Specimen5,5,D2,pH 6_D,7/15/23 22:01,259,
5,Specimen5,5,D3,pH 7.4_D,7/15/23 22:04,245,
5,Specimen5,5,D4,15C_D,7/15/23 22:06,254,
5,Specimen5,5,D5,30C_D,7/15/23 22:08,250,
5,Specimen5,5,D6,High Iron_D,7/15/23 22:11,254,
5,Specimen5,5,D7,Stagnant_D,7/15/23 22:13,236,
5,Specimen5,5,D8,No Vit.Min._D,7/15/23 22:15,242,
6,Specimen6,6,A1,Control_A,7/17/23 10:16,727,
6,Specimen6,6,A2,pH 6_A,7/17/23 10:19,1785,
6,Specimen6,6,A3,pH 7.4_A,7/17/23 10:21,1581,
6,Specimen6,6,A4,15C_A,7/17/23 10:23,1798,
6,Specimen6,6,A5,30C_A,7/17/23 8:48,1823,
6,Specimen6,6,A6,High Iron_A,7/17/23 8:50,1855,
6,Specimen6,6,A7,Stagnant_A,7/17/23 8:52,1023,
6,Specimen6,6,A8,No Vit.Min._A,7/17/23 8:55,1649,
6,Specimen6,6,B1,Control_B,7/17/23 8:57,0,
6,Specimen6,6,B2,pH 6_B,7/17/23 10:26,1726,
6,Specimen6,6,B3,pH 7.4_B,7/17/23 10:28,1577,
6,Specimen6,6,B4,15C_B,7/17/23 10:30,1077,
6,Specimen6,6,B5,30C_B,7/17/23 9:14,1893,
6,Specimen6,6,B6,High Iron_B,7/17/23 9:17,1936,
6,Specimen6,6,B7,Stagnant_B,7/17/23 9:19,1145,
6,Specimen6,6,B8,No Vit.Min._B,7/17/23 9:21,1756,
6,Specimen6,6,C1,Control_C,7/17/23 10:33,850,
6,Specimen6,6,C2,pH 6_C,7/17/23 10:35,2055,
6,Specimen6,6,C3,pH 7.4_C,7/17/23 9:31,1301,
6,Specimen6,6,C4,15C_C,7/17/23 9:34,1548,
6,Specimen6,6,C5,30C_C,7/17/23 9:36,1992,
6,Specimen6,6,C6,High Iron_C,7/17/23 9:39,1944,
6,Specimen6,6,C7,Stagnant_C,7/17/23 9:41,1160,
6,Specimen6,6,C8,No Vit.Min._C,7/17/23 9:43,1799,
6,Specimen6,6,D1,Control_D,7/17/23 10:37,29,
6,Specimen6,6,D2,pH 6_D,7/17/23 10:40,23.5,
6,Specimen6,6,D3,pH 7.4_D,7/17/23 10:42,26.6,
6,Specimen6,6,D4,15C_D,7/17/23 10:44,29.3,
6,Specimen6,6,D5,30C_D,7/17/23 10:47,27.5,
6,Specimen6,6,D6,High Iron_D,7/17/23 10:49,30.6,
6,Specimen6,6,D7,Stagnant_D,7/17/23 10:51,28.8,
6,Specimen6,6,D8,No Vit.Min._D,7/17/23 10:54,25.5,
7,Specimen7,7,A1,Control_A,7/17/23 20:39,415,
7,Specimen7,7,A2,pH 6_A,7/17/23 20:41,722,
7,Specimen7,7,A3,pH 7.4_A,7/17/23 20:44,559,
7,Specimen7,7,A4,15C_A,7/17/23 20:46,1795,
7,Specimen7,7,A5,30C_A,7/17/23 20:49,1443,
7,Specimen7,7,A6,High Iron_A,7/17/23 20:51,831,
7,Specimen7,7,A7,Stagnant_A,7/17/23 20:54,170,
7,Specimen7,7,A8,No Vit.Min._A,7/17/23 20:56,538,
7,Specimen7,7,B1,Control_B,7/17/23 20:58,365,
7,Specimen7,7,B2,pH 6_B,7/17/23 21:01,816,
7,Specimen7,7,B3,pH 7.4_B,7/17/23 21:03,662,
7,Specimen7,7,B4,15C_B,7/17/23 21:05,535,
7,Specimen7,7,B5,30C_B,7/17/23 21:08,1589,
7,Specimen7,7,B6,High Iron_B,7/17/23 21:10,884,
7,Specimen7,7,B7,Stagnant_B,7/17/23 21:13,161,
7,Specimen7,7,B8,No Vit.Min._B,7/17/23 21:15,632,
7,Specimen7,7,C1,Control_C,7/17/23 21:18,391,
7,Specimen7,7,C2,pH 6_C,7/17/23 21:20,955,
7,Specimen7,7,C3,pH 7.4_C,7/17/23 21:22,500,
7,Specimen7,7,C4,15C_C,7/17/23 21:25,745,
7,Specimen7,7,C5,30C_C,7/17/23 21:27,1496,
7,Specimen7,7,C6,High Iron_C,7/17/23 21:29,864,
7,Specimen7,7,C7,Stagnant_C,7/17/23 21:32,227,
7,Specimen7,7,C8,No Vit.Min._C,7/17/23 21:34,655,
7,Specimen7,7,D1,Control_D,7/17/23 21:37,22,
7,Specimen7,7,D2,pH 6_D,7/17/23 21:39,24.2,
7,Specimen7,7,D3,pH 7.4_D,7/17/23 21:42,27.5,
7,Specimen7,7,D4,15C_D,7/17/23 21:44,43.3,
7,Specimen7,7,D5,30C_D,7/17/23 21:47,45.1,
7,Specimen7,7,D6,High Iron_D,7/17/23 21:49,31.2,
7,Specimen7,7,D7,Stagnant_D,7/17/23 21:51,38.9,
7,Specimen7,7,D8,No Vit.Min._D,7/17/23 21:54,169,
8,Specimen8,8,A1,Control_A,7/18/23 15:34,794,
8,Specimen8,8,A2,pH 6_A,7/18/23 15:37,899,
8,Specimen8,8,A3,pH 7.4_A,7/18/23 15:39,785,
8,Specimen8,8,A4,15C_A,7/18/23 15:42,2376,
8,Specimen8,8,A5,30C_A,7/18/23 15:44,5715,
8,Specimen8,8,A6,High Iron_A,7/18/23 15:46,1330,
8,Specimen8,8,A7,Stagnant_A,7/18/23 15:49,470,
8,Specimen8,8,A8,No Vit.Min._A,7/18/23 15:51,810,
8,Specimen8,8,B1,Control_B,7/18/23 15:54,2545,skip
8,Specimen8,8,B2,pH 6_B,7/18/23 15:56,1105,
8,Specimen8,8,B3,pH 7.4_B,7/18/23 15:59,966,
8,Specimen8,8,B4,15C_B,7/18/23 16:01,891,
8,Specimen8,8,B5,30C_B,7/18/23 16:04,1978,
8,Specimen8,8,B6,High Iron_B,7/18/23 16:06,1556,
8,Specimen8,8,B7,Stagnant_B,7/18/23 16:08,408,
8,Specimen8,8,B8,No Vit.Min._B,7/18/23 16:11,1343,
8,Specimen8,8,C1,Control_C,7/18/23 16:13,679,
8,Specimen8,8,C2,pH 6_C,7/18/23 16:15,1652,
8,Specimen8,8,C3,pH 7.4_C,7/18/23 16:18,793,
8,Specimen8,8,C4,15C_C,7/18/23 16:20,1057,
8,Specimen8,8,C5,30C_C,7/18/23 16:23,1899,
8,Specimen8,8,C6,High Iron_C,7/18/23 16:25,1300,
8,Specimen8,8,C7,Stagnant_C,7/18/23 16:27,404,
8,Specimen8,8,C8,No Vit.Min._C,7/18/23 16:30,820,
8,Specimen8,8,D1,Control_D,7/18/23 16:32,221,
8,Specimen8,8,D2,pH 6_D,7/18/23 16:35,182,
8,Specimen8,8,D3,pH 7.4_D,7/18/23 16:37,199,
8,Specimen8,8,D4,15C_D,7/18/23 16:39,239,
8,Specimen8,8,D5,30C_D,7/18/23 16:42,168,
8,Specimen8,8,D6,High Iron_D,7/18/23 16:44,187,
8,Specimen8,8,D7,Stagnant_D,7/18/23 16:47,163,
8,Specimen8,8,D8,No Vit.Min._D,7/18/23 16:49,700,
